2016-04-14 17:56:35 INFO  OrarCLI:120 - Run abstraction with konclude
2016-04-14 17:56:36 INFO  OntologyReaderTemplate:122 - Using OWLAPI to read the ontology:/tmp/kien/iswc16benchmark/ontologies/lubm/univ-bench.owl ...
2016-04-14 17:56:36 INFO  OntologyReaderTemplate:127 - Information of the input ontology.
2016-04-14 17:56:36 INFO  OntologyReaderTemplate:128 - Ontology file:/tmp/kien/iswc16benchmark/ontologies/lubm/univ-bench.owl
2016-04-14 17:56:36 INFO  OntologyStatistic:63 - ===Ontology===
2016-04-14 17:56:36 INFO  OntologyStatistic:67 - Statistic: Number_of_TBox_Axioms = 94
2016-04-14 17:56:36 INFO  OntologyStatistic:68 - Statistic: Number_of_input_concept_names = 43
2016-04-14 17:56:36 INFO  OntologyStatistic:69 - Statistic: Number_of_input_role_names = 25
2016-04-14 17:56:36 INFO  OntologyStatistic:72 - Statistic: Number_of_input_individuals = 0
2016-04-14 17:56:36 INFO  OntologyStatistic:82 - Statistic: Number_of_input_concept_assertions = 0
2016-04-14 17:56:36 INFO  OntologyStatistic:83 - Statistic: Number_of_input_role_assertions = 0
2016-04-14 17:56:36 INFO  OntologyStatistic:84 - Statistic: Number_of_input_concept_and_role_assertions = 0
2016-04-14 17:56:36 INFO  NormalizerTemplate:215 - Normalizing the input ontology...
2016-04-14 17:56:36 INFO  NormalizerTemplate:225 - Finished normalizing TBox of the input ontology.
2016-04-14 17:56:36 INFO  OntologyReaderTemplate:105 - Statistic: Time_loading_input_ontology_in_seconds = 0
2016-04-14 17:56:36 INFO  JenaMultipleABoxesStreamReader:80 - ABox 1:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University24_10.owl
2016-04-14 17:56:37 INFO  JenaMultipleABoxesStreamReader:80 - ABox 2:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University2_14.owl
2016-04-14 17:56:37 INFO  JenaMultipleABoxesStreamReader:80 - ABox 3:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University15_14.owl
2016-04-14 17:56:37 INFO  JenaMultipleABoxesStreamReader:80 - ABox 4:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University34_15.owl
2016-04-14 17:56:37 INFO  JenaMultipleABoxesStreamReader:80 - ABox 5:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University37_13.owl
2016-04-14 17:56:37 INFO  JenaMultipleABoxesStreamReader:80 - ABox 6:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University12_16.owl
2016-04-14 17:56:37 INFO  JenaMultipleABoxesStreamReader:80 - ABox 7:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University12_24.owl
2016-04-14 17:56:37 INFO  JenaMultipleABoxesStreamReader:80 - ABox 8:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University47_18.owl
2016-04-14 17:56:37 INFO  JenaMultipleABoxesStreamReader:80 - ABox 9:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University7_16.owl
2016-04-14 17:56:37 INFO  JenaMultipleABoxesStreamReader:80 - ABox 10:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University18_12.owl
2016-04-14 17:56:37 INFO  JenaMultipleABoxesStreamReader:80 - ABox 11:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University31_17.owl
2016-04-14 17:56:38 INFO  JenaMultipleABoxesStreamReader:80 - ABox 12:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University2_7.owl
2016-04-14 17:56:38 INFO  JenaMultipleABoxesStreamReader:80 - ABox 13:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University17_9.owl
2016-04-14 17:56:38 INFO  JenaMultipleABoxesStreamReader:80 - ABox 14:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University26_7.owl
2016-04-14 17:56:38 INFO  JenaMultipleABoxesStreamReader:80 - ABox 15:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University43_11.owl
2016-04-14 17:56:38 INFO  JenaMultipleABoxesStreamReader:80 - ABox 16:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University18_6.owl
2016-04-14 17:56:38 INFO  JenaMultipleABoxesStreamReader:80 - ABox 17:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University17_18.owl
2016-04-14 17:56:38 INFO  JenaMultipleABoxesStreamReader:80 - ABox 18:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University34_7.owl
2016-04-14 17:56:38 INFO  JenaMultipleABoxesStreamReader:80 - ABox 19:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University10_12.owl
2016-04-14 17:56:38 INFO  JenaMultipleABoxesStreamReader:80 - ABox 20:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University39_17.owl
2016-04-14 17:56:38 INFO  JenaMultipleABoxesStreamReader:80 - ABox 21:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University44_2.owl
2016-04-14 17:56:38 INFO  JenaMultipleABoxesStreamReader:80 - ABox 22:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University43_5.owl
2016-04-14 17:56:38 INFO  JenaMultipleABoxesStreamReader:80 - ABox 23:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University19_3.owl
2016-04-14 17:56:38 INFO  JenaMultipleABoxesStreamReader:80 - ABox 24:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University35_4.owl
2016-04-14 17:56:39 INFO  JenaMultipleABoxesStreamReader:80 - ABox 25:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University21_12.owl
2016-04-14 17:56:39 INFO  JenaMultipleABoxesStreamReader:80 - ABox 26:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University27_4.owl
2016-04-14 17:56:39 INFO  JenaMultipleABoxesStreamReader:80 - ABox 27:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University28_17.owl
2016-04-14 17:56:39 INFO  JenaMultipleABoxesStreamReader:80 - ABox 28:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University10_1.owl
2016-04-14 17:56:39 INFO  JenaMultipleABoxesStreamReader:80 - ABox 29:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University29_12.owl
2016-04-14 17:56:39 INFO  JenaMultipleABoxesStreamReader:80 - ABox 30:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University3_4.owl
2016-04-14 17:56:39 INFO  JenaMultipleABoxesStreamReader:80 - ABox 31:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University4_1.owl
2016-04-14 17:56:39 INFO  JenaMultipleABoxesStreamReader:80 - ABox 32:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University28_1.owl
2016-04-14 17:56:39 INFO  JenaMultipleABoxesStreamReader:80 - ABox 33:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University42_8.owl
2016-04-14 17:56:39 INFO  JenaMultipleABoxesStreamReader:80 - ABox 34:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University42_16.owl
2016-04-14 17:56:39 INFO  JenaMultipleABoxesStreamReader:80 - ABox 35:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University45_14.owl
2016-04-14 17:56:39 INFO  JenaMultipleABoxesStreamReader:80 - ABox 36:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University47_7.owl
2016-04-14 17:56:39 INFO  JenaMultipleABoxesStreamReader:80 - ABox 37:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University0_10.owl
2016-04-14 17:56:39 INFO  JenaMultipleABoxesStreamReader:80 - ABox 38:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University8_3.owl
2016-04-14 17:56:39 INFO  JenaMultipleABoxesStreamReader:80 - ABox 39:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University36_19.owl
2016-04-14 17:56:40 INFO  JenaMultipleABoxesStreamReader:80 - ABox 40:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University26_14.owl
2016-04-14 17:56:40 INFO  JenaMultipleABoxesStreamReader:80 - ABox 41:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University49_1.owl
2016-04-14 17:56:40 INFO  JenaMultipleABoxesStreamReader:80 - ABox 42:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University9_19.owl
